CompChangeID,EmployeeID,EffectiveDate,PreviousSalary,NewSalary,ChangeType,PercentChange
COMP00040,EMP00021,17-07-25,84000,87000,Annual Merit Increase,3.7
COMP00041,EMP00022,05-07-26,,154000,New Hire,
COMP00042,EMP00023,05-01-26,,92500,New Hire,
COMP00043,EMP00024,22-04-24,,86000,New Hire,
COMP00044,EMP00025,08-09-22,,69000,New Hire,
COMP00045,EMP00025,08-09-23,69000,73000,Annual Merit Increase,5.7
COMP00046,EMP00026,10-03-26,,121500,New Hire,
COMP00047,EMP00027,06-11-25,,79000,New Hire,
COMP00048,EMP00028,15-12-25,,102000,New Hire,
COMP00049,EMP00029,16-01-26,,142500,New Hire,
COMP00050,EMP00030,28-06-23,,105500,New Hire,
COMP00051,EMP00030,27-06-24,105500,107500,Annual Merit Increase,2
COMP00052,EMP00031,17-11-24,,102500,New Hire,
COMP00053,EMP00031,17-11-25,102500,105500,Annual Merit Increase,2.8
COMP00054,EMP00032,08-11-23,,76500,New Hire,
COMP00055,EMP00033,08-04-26,,85000,New Hire,
COMP00056,EMP00034,25-09-25,,53000,New Hire,
COMP00057,EMP00035,09-10-24,,61500,New Hire,
COMP00058,EMP00035,09-10-25,61500,63000,Annual Merit Increase,2.5
COMP00059,EMP00036,02-04-23,,208500,New Hire,
COMP00060,EMP00036,01-04-24,208500,214500,Annual Merit Increase,2.8
COMP00061,EMP00037,15-09-24,,293500,New Hire,
COMP00062,EMP00037,15-09-25,293500,309000,Annual Merit Increase,5.2
COMP00063,EMP00038,18-10-24,,89000,New Hire,
COMP00064,EMP00038,18-10-25,89000,93000,Annual Merit Increase,4.6
COMP00065,EMP00039,03-12-25,,129500,New Hire,
COMP00066,EMP00040,17-09-25,,141000,New Hire,
COMP00067,EMP00041,04-05-26,,85500,New Hire,
COMP00068,EMP00042,04-04-25,,134000,New Hire,
COMP00069,EMP00042,04-04-26,134000,142000,Annual Merit Increase,5.8
COMP00070,EMP00043,14-12-23,,62500,New Hire,
COMP00071,EMP00044,09-12-25,,122000,New Hire,
COMP00072,EMP00045,09-01-26,,175500,New Hire,
COMP00073,EMP00046,25-07-25,,153000,New Hire,
COMP00074,EMP00047,26-01-26,,121000,New Hire,
COMP00075,EMP00048,23-05-25,,70500,New Hire,
COMP00076,EMP00049,18-06-25,,98000,New Hire,
COMP00077,EMP00049,18-06-26,98000,103500,Annual Merit Increase,5.6
COMP00078,EMP00050,10-02-25,,123000,New Hire,
COMP00079,EMP00050,10-02-26,123000,128000,Annual Merit Increase,3.9
COMP00080,EMP00051,21-12-22,,101500,New Hire,
COMP00081,EMP00051,21-12-23,101500,107000,Annual Merit Increase,5.5
COMP00082,EMP00051,01-12-24,107000,111500,Annual Merit Increase,4.2
COMP00083,EMP00051,02-02-26,111500,116500,Annual Merit Increase,4.4
COMP00084,EMP00052,04-10-23,,186500,New Hire,
COMP00085,EMP00052,03-10-24,186500,192000,Annual Merit Increase,3
COMP00086,EMP00052,01-11-25,192000,200000,Annual Merit Increase,4.2
COMP00087,EMP00053,12-12-22,,90500,New Hire,
COMP00088,EMP00054,27-09-25,,84000,New Hire,
COMP00089,EMP00055,08-10-24,,93500,New Hire,
COMP00090,EMP00055,08-10-25,93500,99000,Annual Merit Increase,5.8
COMP00091,EMP00056,02-05-25,,97500,New Hire,
COMP00092,EMP00057,22-05-26,,118000,New Hire,
COMP00093,EMP00058,13-07-24,,143000,New Hire,
COMP00094,EMP00059,21-02-25,,128500,New Hire,
COMP00095,EMP00059,21-02-26,128500,131500,Annual Merit Increase,2.3
COMP00096,EMP00060,16-01-26,,159500,New Hire,
COMP00097,EMP00061,28-06-24,,155500,New Hire,
COMP00098,EMP00061,28-06-25,155500,158500,Annual Merit Increase,2
COMP00099,EMP00062,02-06-23,,136500,New Hire,
COMP00100,EMP00062,01-06-24,136500,143000,Annual Merit Increase,4.8
COMP00101,EMP00063,11-09-24,,65000,New Hire,
COMP00102,EMP00064,10-02-24,,169000,New Hire,
COMP00103,EMP00065,15-06-26,,73500,New Hire,
COMP00104,EMP00066,17-03-26,,75000,New Hire,
COMP00105,EMP00067,08-09-25,,113500,New Hire,
COMP00106,EMP00068,18-04-26,,83000,New Hire,
COMP00107,EMP00069,23-02-26,,54000,New Hire,
COMP00108,EMP00070,09-04-24,,68500,New Hire,
COMP00109,EMP00070,09-04-25,68500,71000,Annual Merit Increase,4
COMP00110,EMP00070,05-05-26,71000,73000,Annual Merit Increase,3.1
COMP00111,EMP00071,25-05-26,,69500,New Hire,
COMP00112,EMP00072,08-06-25,,198000,New Hire,
COMP00113,EMP00073,27-02-26,,58500,New Hire,
COMP00114,EMP00074,14-05-26,,67500,New Hire,
COMP00115,EMP00075,28-10-24,,95000,New Hire,
COMP00116,EMP00076,26-11-23,,93000,New Hire,
COMP00117,EMP00076,25-11-24,93000,95500,Annual Merit Increase,2.4
COMP00118,EMP00077,25-06-24,,204000,New Hire,
COMP00119,EMP00077,25-06-25,204000,211500,Annual Merit Increase,3.8
COMP00120,EMP00077,26-07-26,211500,222000,Annual Merit Increase,4.9
COMP00121,EMP00078,18-02-25,,62000,New Hire,
COMP00122,EMP00079,22-03-26,,91500,New Hire,
COMP00123,EMP00080,20-04-26,,146000,New Hire,
COMP00124,EMP00081,20-09-22,,192500,New Hire,
COMP00125,EMP00081,20-09-23,192500,198500,Annual Merit Increase,3.1
COMP00126,EMP00082,21-05-25,,134500,New Hire,
COMP00127,EMP00083,12-02-25,,148500,New Hire,
COMP00128,EMP00083,12-02-26,148500,152500,Annual Merit Increase,2.6
COMP00129,EMP00084,19-05-24,,79500,New Hire,
COMP00130,EMP00084,19-05-25,79500,81500,Annual Merit Increase,2.7
COMP00131,EMP00085,14-12-23,,79500,New Hire,
COMP00132,EMP00085,13-12-24,79500,82000,Annual Merit Increase,3.1
COMP00133,EMP00085,11-12-25,82000,85000,Annual Merit Increase,3.8
COMP00134,EMP00086,17-11-24,,99500,New Hire,
COMP00135,EMP00086,17-11-25,99500,103500,Annual Merit Increase,3.9
COMP00136,EMP00087,24-06-26,,155500,New Hire,
COMP00137,EMP00088,21-10-24,,73000,New Hire,
COMP00138,EMP00088,21-10-25,73000,75500,Annual Merit Increase,3.6
COMP00139,EMP00089,03-06-25,,323000,New Hire,
COMP00140,EMP00089,03-06-26,323000,342500,Annual Merit Increase,6
COMP00141,EMP00090,26-11-25,,97000,New Hire,
COMP00142,EMP00091,30-12-24,,81000,New Hire,
COMP00143,EMP00091,30-12-25,81000,84000,Annual Merit Increase,3.7
COMP00144,EMP00092,23-07-26,,82500,New Hire,
COMP00145,EMP00093,07-07-26,,218000,New Hire,
COMP00146,EMP00094,17-07-24,,85500,New Hire,
COMP00147,EMP00094,17-07-25,85500,89000,Annual Merit Increase,4.1
COMP00148,EMP00095,12-05-25,,175500,New Hire,
COMP00149,EMP00095,12-05-26,175500,180000,Annual Merit Increase,2.6
COMP00150,EMP00096,09-09-24,,160500,New Hire,
COMP00151,EMP00097,15-08-24,,101500,New Hire,
COMP00152,EMP00097,15-08-25,101500,106000,Annual Merit Increase,4.5
COMP00153,EMP00098,18-01-23,,71000,New Hire,
COMP00154,EMP00098,18-01-24,71000,74500,Annual Merit Increase,
COMP00155,EMP00098,17-11-24,74500,85500,Promotion,14.6
COMP00156,EMP00098,06-11-25,85500,89500,Annual Merit Increase,4.8
COMP00157,EMP00099,21-08-25,,81500,New Hire,
COMP00158,EMP00100,13-05-25,,82500,New Hire,
COMP00159,EMP00100,13-05-26,82500,85500,Annual Merit Increase,3.9
COMP00160,EMP00101,30-03-23,,442000,New Hire,
COMP00161,EMP00102,21-08-24,,84500,New Hire,
COMP00162,EMP00103,30-05-26,,78000,New Hire,
COMP00163,EMP00104,08-06-24,,156000,New Hire,
COMP00164,EMP00104,08-06-25,156000,164500,Annual Merit Increase,5.5
COMP00165,EMP00105,14-01-24,,173500,New Hire,
COMP00166,EMP00105,13-01-25,173500,182500,Annual Merit Increase,5.3
COMP00167,EMP00105,27-01-26,182500,191500,Annual Merit Increase,5
COMP00168,EMP00106,08-05-25,,161500,New Hire,
COMP00169,EMP00106,08-05-26,161500,167500,Annual Merit Increase,3.6
COMP00170,EMP00107,14-07-26,,143000,New Hire,
COMP00171,EMP00108,07-06-24,,188500,New Hire,
COMP00172,EMP00108,07-06-25,188500,193000,Annual Merit Increase,2.4
COMP00173,EMP00108,13-05-26,193000,200500,Annual Merit Increase,3.8
COMP00174,EMP00109,23-10-25,,97000,New Hire,
COMP00175,EMP00110,12-01-26,,166500,New Hire,
COMP00176,EMP00111,11-06-24,,60500,New Hire,
COMP00177,EMP00111,11-06-25,60500,63500,Annual Merit Increase,4.8
COMP00178,EMP00111,24-04-26,63500,66000,Annual Merit Increase,4.2
COMP00179,EMP00112,22-12-25,,121500,New Hire,
COMP00180,EMP00113,22-12-24,,123500,New Hire,
COMP00181,EMP00114,11-09-25,,70500,New Hire,
COMP00182,EMP00115,25-09-25,,148000,New Hire,
COMP00183,EMP00116,22-06-25,,196000,New Hire,
COMP00184,EMP00117,28-08-23,,94500,New Hire,
COMP00185,EMP00117,27-08-24,94500,100000,Annual Merit Increase,5.6
COMP00186,EMP00117,10-12-25,100000,103000,Annual Merit Increase,3
COMP00187,EMP00118,29-03-26,,142000,New Hire,
COMP00188,EMP00119,13-10-24,,74500,New Hire,
COMP00189,EMP00119,13-10-25,74500,79000,Annual Merit Increase,5.9
COMP00190,EMP00120,18-04-24,,146500,New Hire,
COMP00191,EMP00120,18-04-25,146500,154500,Annual Merit Increase,5.6
COMP00192,EMP00120,06-03-26,154500,162000,Annual Merit Increase,4.8
COMP00193,EMP00121,02-02-23,,84500,New Hire,
COMP00194,EMP00122,29-08-25,,108000,New Hire,
COMP00195,EMP00123,21-10-25,,198000,New Hire,
COMP00196,EMP00124,15-10-22,,153000,New Hire,
COMP00197,EMP00124,15-10-23,153000,161000,Annual Merit Increase,5.3
COMP00198,EMP00124,12-08-24,161000,167500,Annual Merit Increase,4.1
COMP00199,EMP00125,20-05-25,,169000,New Hire,
COMP00200,EMP00125,20-05-26,169000,177500,Annual Merit Increase,5
COMP00201,EMP00126,27-06-24,,95500,New Hire,
COMP00202,EMP00127,18-10-25,,162500,New Hire,
COMP00203,EMP00128,15-03-24,,70000,New Hire,
COMP00204,EMP00128,15-03-25,70000,72500,Annual Merit Increase,3.3
COMP00205,EMP00128,17-06-26,72500,76000,Annual Merit Increase,5
COMP00206,EMP00129,19-11-25,,159500,New Hire,
COMP00207,EMP00130,23-01-25,,84000,New Hire,
COMP00208,EMP00130,23-01-26,84000,88000,Annual Merit Increase,4.6
COMP00209,EMP00131,24-06-26,,71500,New Hire,
COMP00210,EMP00132,12-01-24,,150500,New Hire,
COMP00211,EMP00132,11-01-25,150500,159000,Annual Merit Increase,5.6
COMP00212,EMP00133,13-11-24,,124500,New Hire,
COMP00213,EMP00133,13-11-25,124500,131500,Annual Merit Increase,5.4
COMP00214,EMP00134,22-11-23,,99000,New Hire,
COMP00215,EMP00135,11-06-26,,97000,New Hire,
COMP00216,EMP00136,05-04-26,,77500,New Hire,
COMP00217,EMP00137,29-07-24,,65000,New Hire,
COMP00218,EMP00137,29-07-25,65000,69000,Annual Merit Increase,5.9
COMP00219,EMP00138,01-10-25,,74500,New Hire,
COMP00220,EMP00139,24-03-26,,103000,New Hire,
COMP00221,EMP00140,03-07-25,,60000,New Hire,
COMP00222,EMP00140,03-07-26,60000,62000,Annual Merit Increase,3.6
COMP00223,EMP00141,22-06-25,,151500,New Hire,
COMP00224,EMP00142,19-06-24,,104000,New Hire,
COMP00225,EMP00142,19-06-25,104000,109500,Annual Merit Increase,5.1
COMP00226,EMP00142,16-05-26,109500,113000,Annual Merit Increase,3.1
COMP00227,EMP00143,23-08-23,,174000,New Hire,
COMP00228,EMP00143,22-08-24,174000,180000,Annual Merit Increase,3.5
COMP00229,EMP00143,16-08-25,180000,189500,Annual Merit Increase,5.2
COMP00230,EMP00144,29-05-26,,183000,New Hire,
COMP00231,EMP00145,30-05-26,,75500,New Hire,
COMP00232,EMP00146,07-09-25,,144500,New Hire,
COMP00233,EMP00147,12-11-24,,158500,New Hire,
COMP00234,EMP00148,15-11-24,,252500,New Hire,
COMP00235,EMP00148,15-11-25,252500,266000,Annual Merit Increase,5.4
COMP00236,EMP00149,25-12-25,,143500,New Hire,
COMP00237,EMP00150,05-05-26,,65500,New Hire,
COMP00238,EMP00151,15-05-26,,171500,New Hire,
COMP00239,EMP00152,08-02-26,,130000,New Hire,
COMP00240,EMP00153,10-09-25,,123000,New Hire,
COMP00241,EMP00154,26-07-23,,113500,New Hire,
COMP00242,EMP00155,16-02-24,,151000,New Hire,
COMP00243,EMP00156,08-05-26,,189500,New Hire,
COMP00244,EMP00157,01-08-25,,61000,New Hire,
COMP00245,EMP00158,12-09-22,,81000,New Hire,
COMP00246,EMP00158,12-09-23,81000,83500,Annual Merit Increase,3.2
COMP00247,EMP00159,05-10-23,,62500,New Hire,
COMP00248,EMP00159,04-10-24,62500,66000,Annual Merit Increase,5.4
COMP00249,EMP00159,11-01-26,66000,67500,Annual Merit Increase,2.3
COMP00250,EMP00160,03-10-25,,128000,New Hire,
COMP00251,EMP00161,01-09-22,,140000,New Hire,
COMP00252,EMP00161,01-09-23,140000,143000,Annual Merit Increase,2.1
COMP00253,EMP00161,28-07-24,143000,147000,Annual Merit Increase,2.7
COMP00254,EMP00162,04-02-24,,142000,New Hire,
COMP00255,EMP00162,03-02-25,142000,149000,Annual Merit Increase,4.9
COMP00256,EMP00162,20-01-26,149000,153000,Annual Merit Increase,2.8
COMP00257,EMP00163,08-06-25,,103000,New Hire,
COMP00258,EMP00163,08-06-26,103000,108500,Annual Merit Increase,5.5
COMP00259,EMP00164,03-11-25,,133500,New Hire,
COMP00260,EMP00165,10-10-25,,84000,New Hire,
COMP00261,EMP00166,02-06-24,,112500,New Hire,
COMP00262,EMP00166,02-06-25,112500,116500,Annual Merit Increase,3.6
COMP00263,EMP00166,30-03-26,116500,122000,Annual Merit Increase,4.5
COMP00264,EMP00167,11-12-25,,214000,New Hire,
COMP00265,EMP00168,25-06-24,,242500,New Hire,
COMP00266,EMP00168,25-06-25,242500,255500,Annual Merit Increase,5.3
COMP00267,EMP00169,10-10-24,,203000,New Hire,
COMP00268,EMP00169,10-10-25,203000,214000,Annual Merit Increase,5.5
COMP00269,EMP00170,21-01-26,,224000,New Hire,
COMP00270,EMP00171,14-10-25,,91500,New Hire,
COMP00271,EMP00172,07-04-26,,77000,New Hire,
COMP00272,EMP00173,27-10-25,,124500,New Hire,
COMP00273,EMP00174,27-07-25,,185500,New Hire,
COMP00274,EMP00174,27-07-26,185500,196000,Annual Merit Increase,5.7
COMP00275,EMP00175,02-09-23,,54500,New Hire,
COMP00276,EMP00175,01-09-24,54500,57500,Annual Merit Increase,5.2
COMP00277,EMP00175,03-09-25,57500,60000,Annual Merit Increase,4.7
COMP00278,EMP00175,11-07-26,60000,63500,Annual Merit Increase,5.6
COMP00279,EMP00176,09-12-24,,121000,New Hire,
COMP00280,EMP00176,09-12-25,121000,124000,Annual Merit Increase,2.5
COMP00281,EMP00177,16-08-24,,91500,New Hire,
COMP00282,EMP00177,16-08-25,91500,95000,Annual Merit Increase,3.7
COMP00283,EMP00178,13-07-24,,131000,New Hire,
COMP00284,EMP00178,13-07-25,131000,137500,Annual Merit Increase,5
COMP00285,EMP00179,09-07-26,,108500,New Hire,
COMP00286,EMP00180,20-01-25,,294000,New Hire,
COMP00287,EMP00180,20-01-26,294000,307500,Annual Merit Increase,4.5
COMP00288,EMP00181,04-05-26,,79000,New Hire,
COMP00289,EMP00182,22-09-25,,105500,New Hire,
COMP00290,EMP00183,10-02-26,,147000,New Hire,
COMP00291,EMP00184,26-05-25,,92500,New Hire,
COMP00292,EMP00185,26-07-25,,150500,New Hire,
COMP00293,EMP00185,26-07-26,150500,156500,Annual Merit Increase,4
COMP00294,EMP00186,22-05-25,,158500,New Hire,
COMP00295,EMP00186,22-05-26,158500,162000,Annual Merit Increase,2.2
COMP00296,EMP00187,12-04-24,,146000,New Hire,
COMP00297,EMP00187,12-04-25,146000,152000,Annual Merit Increase,4.2
COMP00298,EMP00187,23-02-26,152000,160500,Annual Merit Increase,5.7
COMP00299,EMP00188,17-12-25,,61500,New Hire,
COMP00300,EMP00189,14-08-24,,319000,New Hire,
COMP00301,EMP00190,14-11-22,,130000,New Hire,
COMP00302,EMP00190,14-11-23,130000,133000,Annual Merit Increase,2.2
COMP00303,EMP00191,25-10-25,,389000,New Hire,
COMP00304,EMP00192,02-03-24,,226000,New Hire,
COMP00305,EMP00193,21-06-26,,97500,New Hire,
COMP00306,EMP00194,25-06-26,,58500,New Hire,
COMP00307,EMP00195,20-05-26,,95000,New Hire,
COMP00308,EMP00196,11-12-24,,113500,New Hire,
COMP00309,EMP00196,11-12-25,113500,117000,Annual Merit Increase,3.2
COMP00310,EMP00197,16-10-22,,59000,New Hire,
COMP00311,EMP00198,19-06-26,,71000,New Hire,
COMP00312,EMP00199,23-02-25,,88000,New Hire,
COMP00313,EMP00199,23-02-26,88000,93000,Annual Merit Increase,5.5
COMP00314,EMP00200,06-07-26,,60500,New Hire,
COMP00315,EMP00201,24-07-26,,51500,New Hire,
COMP00316,EMP00202,19-04-26,,125500,New Hire,
COMP00317,EMP00203,05-09-24,,82500,New Hire,
COMP00318,EMP00203,05-09-25,82500,85500,Annual Merit Increase,3.6
COMP00319,EMP00204,26-01-25,,104000,New Hire,
COMP00320,EMP00204,26-01-26,104000,107500,Annual Merit Increase,3.5
COMP00321,EMP00205,04-04-26,,104500,New Hire,
COMP00322,EMP00206,15-10-24,,130000,New Hire,
COMP00323,EMP00206,15-10-25,130000,136000,Annual Merit Increase,4.8
COMP00324,EMP00207,29-03-24,,145500,New Hire,
COMP00325,EMP00207,29-03-25,145500,152500,Annual Merit Increase,4.8
COMP00326,EMP00207,17-04-26,152500,159000,Annual Merit Increase,4.3
COMP00327,EMP00208,04-07-25,,127000,New Hire,
COMP00328,EMP00209,20-06-26,,94000,New Hire,
COMP00329,EMP00210,10-11-25,,108000,New Hire,
COMP00330,EMP00211,24-07-25,,163000,New Hire,
COMP00331,EMP00212,22-09-23,,172000,New Hire,
COMP00332,EMP00212,21-09-24,172000,177000,Annual Merit Increase,2.9
COMP00333,EMP00212,20-08-25,177000,186000,Annual Merit Increase,5
COMP00334,EMP00212,19-06-26,186000,190000,Annual Merit Increase,2.2
COMP00335,EMP00213,03-08-25,,163500,New Hire,
COMP00336,EMP00214,26-07-26,,157500,New Hire,
COMP00337,EMP00215,05-01-24,,72500,New Hire,
COMP00338,EMP00216,06-06-25,,104000,New Hire,
COMP00339,EMP00217,21-04-26,,68000,New Hire,
COMP00340,EMP00218,22-12-25,,261500,New Hire,
COMP00341,EMP00219,08-11-25,,161000,New Hire,
COMP00342,EMP00220,07-11-25,,149500,New Hire,
COMP00343,EMP00221,21-12-24,,74000,New Hire,
COMP00344,EMP00221,21-12-25,74000,76000,Annual Merit Increase,2.8
COMP00345,EMP00222,10-09-24,,174500,New Hire,
COMP00346,EMP00222,10-09-25,174500,184500,Annual Merit Increase,5.8
COMP00347,EMP00223,06-03-26,,114500,New Hire,
COMP00348,EMP00224,14-03-26,,71000,New Hire,
COMP00349,EMP00225,04-04-26,,95500,New Hire,
COMP00350,EMP00226,28-05-26,,137000,New Hire,
COMP00351,EMP00227,25-05-25,,85000,New Hire,
COMP00352,EMP00228,13-05-25,,127000,New Hire,
COMP00353,EMP00228,13-05-26,127000,132500,Annual Merit Increase,4.4
COMP00354,EMP00229,20-02-26,,76000,New Hire,
COMP00355,EMP00230,17-10-25,,124500,New Hire,
COMP00356,EMP00231,23-11-25,,86500,New Hire,
COMP00357,EMP00232,07-02-26,,80000,New Hire,
COMP00358,EMP00233,04-05-26,,131500,New Hire,
COMP00359,EMP00234,29-11-24,,160500,New Hire,
COMP00360,EMP00235,14-12-24,,144500,New Hire,
COMP00361,EMP00235,14-12-25,144500,151000,Annual Merit Increase,4.5
COMP00362,EMP00236,03-09-23,,144500,New Hire,
COMP00363,EMP00236,02-09-24,144500,149000,Annual Merit Increase,3.3
COMP00364,EMP00236,26-11-25,149000,155500,Annual Merit Increase,4.3
COMP00365,EMP00237,24-07-25,,116500,New Hire,
COMP00366,EMP00238,05-01-23,,81000,New Hire,
COMP00367,EMP00239,16-04-25,,125000,New Hire,
COMP00368,EMP00239,16-04-26,125000,131000,Annual Merit Increase,4.8
COMP00369,EMP00240,26-06-25,,78500,New Hire,
COMP00370,EMP00240,26-06-26,78500,80500,Annual Merit Increase,2.8
COMP00371,EMP00241,23-09-24,,94000,New Hire,
COMP00372,EMP00241,23-09-25,94000,98000,Annual Merit Increase,4.4
COMP00373,EMP00242,20-08-25,,69000,New Hire,
COMP00374,EMP00243,04-12-22,,153500,New Hire,
COMP00375,EMP00243,04-12-23,153500,160500,Annual Merit Increase,4.7
COMP00376,EMP00243,05-10-24,160500,165500,Annual Merit Increase,3
COMP00377,EMP00243,24-11-25,165500,174000,Annual Merit Increase,5.2
COMP00378,EMP00244,24-01-23,,163500,New Hire,
COMP00379,EMP00244,24-01-24,163500,167000,Annual Merit Increase,2.2
COMP00380,EMP00245,30-03-26,,95000,New Hire,
COMP00381,EMP00246,24-12-24,,151500,New Hire,
COMP00382,EMP00247,02-12-23,,164500,New Hire,
COMP00383,EMP00247,01-12-24,164500,178000,Promotion,8.1
COMP00384,EMP00247,25-10-25,178000,184500,Annual Merit Increase,3.6
COMP00385,EMP00248,18-06-25,,79000,New Hire,
COMP00386,EMP00249,19-01-26,,75500,New Hire,
COMP00387,EMP00250,28-05-24,,141500,New Hire,
COMP00388,EMP00250,28-05-25,141500,146000,Annual Merit Increase,3
COMP00389,EMP00251,28-09-25,,77000,New Hire,
COMP00390,EMP00252,19-07-23,,136000,New Hire,
COMP00391,EMP00253,17-03-23,,83000,New Hire,
COMP00392,EMP00253,16-03-24,83000,85500,Annual Merit Increase,2.8
COMP00393,EMP00253,02-07-25,85500,90500,Annual Merit Increase,5.6
COMP00394,EMP00254,14-06-25,,99500,New Hire,
COMP00395,EMP00254,14-06-26,99500,105000,Annual Merit Increase,5.7
COMP00396,EMP00255,19-06-25,,109500,New Hire,
COMP00397,EMP00255,19-06-26,109500,114000,Annual Merit Increase,3.9
COMP00398,EMP00256,22-09-25,,162500,New Hire,
COMP00399,EMP00257,24-12-25,,155500,New Hire,
COMP00400,EMP00258,13-07-26,,124000,New Hire,
COMP00401,EMP00259,12-05-25,,146000,New Hire,
COMP00402,EMP00259,12-05-26,146000,154500,Annual Merit Increase,5.9
COMP00403,EMP00260,30-10-24,,110000,New Hire,
COMP00404,EMP00260,30-10-25,110000,113500,Annual Merit Increase,3.3
COMP00405,EMP00261,26-02-26,,68500,New Hire,
COMP00406,EMP00262,06-08-24,,125000,New Hire,
COMP00407,EMP00263,21-03-25,,82000,New Hire,
COMP00408,EMP00263,21-03-26,82000,85000,Annual Merit Increase,3.7
COMP00409,EMP00264,04-07-23,,183500,New Hire,
COMP00410,EMP00264,03-07-24,183500,193500,Annual Merit Increase,5.3
COMP00411,EMP00264,02-06-25,193500,198000,Annual Merit Increase,2.3
COMP00412,EMP00264,30-05-26,198000,208500,Annual Merit Increase,5.4
COMP00413,EMP00265,19-12-22,,114500,New Hire,
COMP00414,EMP00265,19-12-23,114500,126000,Promotion,10
COMP00415,EMP00265,05-12-24,126000,129000,Annual Merit Increase,2.3
COMP00416,EMP00265,15-11-25,129000,132000,Annual Merit Increase,2.2
COMP00417,EMP00266,16-07-26,,143000,New Hire,
COMP00418,EMP00267,13-03-26,,108500,New Hire,
COMP00419,EMP00268,04-11-25,,147000,New Hire,
COMP00420,EMP00269,23-02-25,,151500,New Hire,
COMP00421,EMP00269,23-02-26,151500,160500,Annual Merit Increase,5.8
COMP00422,EMP00270,17-03-24,,89500,New Hire,
COMP00423,EMP00270,17-03-25,89500,101000,Promotion,13
COMP00424,EMP00270,17-05-26,101000,106000,Annual Merit Increase,5.1
COMP00425,EMP00271,23-02-24,,150500,New Hire,
COMP00426,EMP00271,22-02-25,150500,158000,Annual Merit Increase,4.8
COMP00427,EMP00271,27-02-26,158000,164000,Annual Merit Increase,3.8
COMP00428,EMP00272,01-07-24,,95000,New Hire,
COMP00429,EMP00272,01-07-25,95000,98000,Annual Merit Increase,3.2
COMP00430,EMP00273,18-06-25,,150500,New Hire,
COMP00431,EMP00273,18-06-26,150500,159000,Annual Merit Increase,5.5
COMP00432,EMP00274,20-12-25,,146000,New Hire,
COMP00433,EMP00275,17-10-25,,97000,New Hire,
COMP00434,EMP00276,27-08-24,,237000,New Hire,
COMP00435,EMP00277,28-06-26,,62000,New Hire,
COMP00436,EMP00278,27-12-25,,61500,New Hire,
COMP00437,EMP00279,15-07-25,,177000,New Hire,
COMP00438,EMP00279,15-07-26,177000,185000,Annual Merit Increase,4.4
COMP00439,EMP00280,11-08-25,,70000,New Hire,
COMP00440,EMP00281,25-02-25,,363500,New Hire,
COMP00441,EMP00282,28-07-24,,168000,New Hire,
COMP00442,EMP00283,22-11-24,,62500,New Hire,
