CandidateID,RequisitionID,Department,JobTitle,JobLevel,ApplicationDate,SourceChannel,HighestStageReached,Hired,EmployeeID,ApplicationToHireDays
CAND00142,REQ00023,Finance,Financial Analyst II,Mid-Level,2025-12-09,Job Board,Withdrew,No,,
CAND00143,REQ00023,Finance,Financial Analyst II,Mid-Level,2025-12-15,Company Careers Site,Applied,No,,
CAND00144,REQ00023,Finance,Financial Analyst II,Mid-Level,2025-12-21,LinkedIn,Withdrew,No,,
CAND00145,REQ00024,Finance,Financial Analyst II,Mid-Level,2024-03-11,LinkedIn,Hired,Yes,EMP00024,42.0
CAND00146,REQ00024,Finance,Financial Analyst II,Mid-Level,2024-03-11,Recruiting Agency,Applied,No,,
CAND00147,REQ00024,Finance,Financial Analyst II,Mid-Level,2024-03-16,University Recruiting,Skills Assessment,No,,
CAND00148,REQ00024,Finance,Financial Analyst II,Mid-Level,2024-03-19,Referral,Skills Assessment,No,,
CAND00149,REQ00024,Finance,Financial Analyst II,Mid-Level,2024-03-01,Company Careers Site,Skills Assessment,No,,
CAND00150,REQ00025,Sales,Sales Development Rep,Entry-Level,2022-07-30,Referral,Hired,Yes,EMP00025,40.0
CAND00151,REQ00025,Sales,Sales Development Rep,Entry-Level,2022-08-01,University Recruiting,Applied,No,,
CAND00152,REQ00025,Sales,Sales Development Rep,Entry-Level,2022-08-08,LinkedIn,Applied,No,,
CAND00153,REQ00025,Sales,Sales Development Rep,Entry-Level,2022-08-03,LinkedIn,Phone Screen,No,,
CAND00154,REQ00025,Sales,Sales Development Rep,Entry-Level,2022-07-26,Job Board,Withdrew,No,,
CAND00155,REQ00025,Sales,Sales Development Rep,Entry-Level,2022-07-29,LinkedIn,Withdrew,No,,
CAND00156,REQ00025,SALES,Sales Development Rep,Entry-Level,2022-08-06,LinkedIn,Onsite Interview,No,,
CAND00157,REQ00025,Sales,Sales Development Rep,Entry-Level,2022-07-27,LinkedIn,Applied,No,,
CAND00158,REQ00025,Sales,Sales Development Rep,Entry-Level,2022-08-07,Company Careers Site,Applied,No,,
CAND00159,REQ00026,Finance,Senior Financial Analyst,Senior,2026-01-26,University Recruiting,Hired,Yes,EMP00026,43.0
CAND00160,REQ00026,Finance,Senior Financial Analyst,Senior,2026-01-28,Recruiting Agency,Withdrew,No,,
CAND00161,REQ00026,Finance,Senior Financial Analyst,Senior,2026-01-16,,Phone Screen,No,,
CAND00162,REQ00026,Finance,Senior Financial Analyst,Senior,2026-02-04,Referral,Skills Assessment,No,,
CAND00163,REQ00026,Finance,Senior Financial Analyst,Senior,2026-01-22,Recruiting Agency,Hired,No,,
CAND00164,REQ00026,Finance,Senior Financial Analyst,Senior,2026-02-02,Recruiting Agency,Applied,No,,
CAND00165,REQ00026,Finance,Senior Financial Analyst,Senior,2026-02-01,LinkedIn,Applied,No,,
CAND00166,REQ00026,Finance,Senior Financial Analyst,Senior,2026-01-27,Company Careers Site,Applied,No,,
CAND00167,REQ00027,Customer Success,Customer Success Manager,Mid-Level,2025-09-16,LinkedIn,Hired,Yes,EMP00027,51.0
CAND00168,REQ00027,Customer Success,Customer Success Manager,Mid-Level,2025-09-13,Company Careers Site,Offer Extended,No,,
CAND00169,REQ00027,Customer Success,Customer Success Manager,Mid-Level,2025-09-25,Job Board,Offer Extended,No,,
CAND00170,REQ00027,Customer Success,Customer Success Manager,Mid-Level,2025-09-17,Referral,Applied,No,,
CAND00171,REQ00027,Customer Success,Customer Success Manager,Mid-Level,2025-09-12,LinkedIn,Offer Extended,No,,
CAND00172,REQ00027,Customer Success,Customer Success Manager,Mid-Level,2025-09-13,Company Careers Site,Withdrew,No,,
CAND00173,REQ00028,Sales,Senior Account Executive,Senior,2025-11-25,Referral,Hired,Yes,EMP00028,20.0
CAND00174,REQ00028,Sales,Senior Account Executive,Senior,2025-11-19,Referral,Skills Assessment,No,,
CAND00175,REQ00028,Sales,Senior Account Executive,Senior,2025-11-15,University Recruiting,Skills Assessment,No,,
CAND00176,REQ00028,Sales,Senior Account Executive,Senior,2025-11-16,LinkedIn,Onsite Interview,No,,
CAND00177,REQ00028,Sales,Senior Account Executive,Senior,2025-11-23,LinkedIn,Onsite Interview,No,,
CAND00178,REQ00028,Sales,Senior Account Executive,Senior,2025-11-18,Referral,Applied,No,,
CAND00179,REQ00028,Sales,Senior Account Executive,Senior,2025-11-17,Referral,Applied,No,,
CAND00180,REQ00029,Engineering,Engineering Manager,Manager,2025-12-02,Referral,Hired,Yes,EMP00029,45.0
CAND00181,REQ00029,Engineering,Engineering Manager,Manager,2025-11-29,Recruiting Agency,Skills Assessment,No,,
CAND00182,REQ00029,Engineering,Engineering Manager,Manager,2025-11-29,Company Careers Site,Offer Extended,No,,
CAND00183,REQ00029,Engineering,Engineering Manager,Manager,2025-11-28,Company Careers Site,Offer Extended,No,,
CAND00184,REQ00029,Engineering,Engineering Manager,Manager,2025-12-06,LinkedIn,Applied,No,,
CAND00185,REQ00029,Engineering,Engineering Manager,Manager,2025-11-29,Job Board,Skills Assessment,No,,
CAND00186,REQ00029,Engineering,Engineering Manager,Manager,2025-11-28,LinkedIn,Applied,No,,
CAND00187,REQ00030,Sales,Senior Account Executive,Senior,2023-06-12,LinkedIn,Hired,Yes,EMP00030,16.0
CAND00188,REQ00030,Sales,Senior Account Executive,Senior,2023-06-04,Company Careers Site,Phone Screen,No,,
CAND00189,REQ00030,Sales,Senior Account Executive,Senior,2023-06-13,Job Board,Skills Assessment,No,,
CAND00190,REQ00030,Sales,Senior Account Executive,Senior,2023-06-15,University Recruiting,Hired,No,,
CAND00191,REQ00030,SALES,Senior Account Executive,Senior,2023-06-13,Company Careers Site,Withdrew,No,,
CAND00192,REQ00030,Sales,Senior Account Executive,Senior,2023-06-09,Referral,Phone Screen,No,,
CAND00193,REQ00030,Sales,Senior Account Executive,Senior,2023-06-10,Referral,Applied,No,,
CAND00194,REQ00030,Sales,Senior Account Executive,Senior,2023-06-07,Job Board,Phone Screen,No,,
CAND00195,REQ00030,Sales,Senior Account Executive,Senior,2023-06-07,Job Board,Phone Screen,No,,
CAND00196,REQ00031,Sales,Account Executive,Mid-Level,2024-10-28,Referral,Hired,Yes,EMP00031,20.0
CAND00197,REQ00031,Sales,Account Executive,Mid-Level,2024-11-02,Company Careers Site,Skills Assessment,No,,
CAND00198,REQ00031,Sales,Account Executive,Mid-Level,2024-10-20,LinkedIn,Offer Extended,No,,
CAND00199,REQ00031,Sales,Account Executive,Mid-Level,2024-10-31,Job Board,Applied,No,,
CAND00200,REQ00031,Sales,Account Executive,Mid-Level,2024-10-19,Referral,Applied,No,,
CAND00201,REQ00032,Marketing,Marketing Specialist,Mid-Level,2023-10-06,Referral,Hired,Yes,EMP00032,33.0
CAND00202,REQ00032,Marketing,Marketing Specialist,Mid-Level,2023-09-27,Referral,Onsite Interview,No,,
CAND00203,REQ00032,Marketing,Marketing Specialist,Mid-Level,2023-10-09,Company Careers Site,Onsite Interview,No,,
CAND00204,REQ00032,Marketing,Marketing Specialist,Mid-Level,2023-09-28,,Onsite Interview,No,,
CAND00205,REQ00032,Marketing,Marketing Specialist,Mid-Level,2023-09-29,Referral,Applied,No,,
CAND00206,REQ00032,Marketing,Marketing Specialist,Mid-Level,2023-10-09,Recruiting Agency,Offer Extended,No,,
CAND00207,REQ00032,Marketing,Marketing Specialist,Mid-Level,2023-10-05,LinkedIn,Skills Assessment,No,,
CAND00208,REQ00032,Marketing,Marketing Specialist,Mid-Level,2023-09-28,Job Board,Skills Assessment,No,,
CAND00209,REQ00033,Sales,Account Executive,Mid-Level,2026-03-13,Job Board,Hired,Yes,EMP00033,26.0
CAND00210,REQ00033,Sales,Account Executive,Mid-Level,2026-03-04,LinkedIn,Withdrew,No,,
CAND00211,REQ00033,Sales,Account Executive,Mid-Level,2026-03-05,Job Board,Skills Assessment,No,,
CAND00212,REQ00033,Sales,Account Executive,Mid-Level,2026-03-14,LinkedIn,Offer Extended,No,,
CAND00213,REQ00033,Sales,Account Executive,Mid-Level,2026-03-11,Job Board,Phone Screen,No,,
CAND00214,REQ00033,Sales,Account Executive,Mid-Level,2026-03-13,Job Board,Phone Screen,No,,
CAND00215,REQ00033,Sales,Account Executive,Mid-Level,2026-03-05,Job Board,Phone Screen,No,,
CAND00216,REQ00033,Sales,Account Executive,Mid-Level,2026-03-06,LinkedIn,Applied,No,,
CAND00217,REQ00034,People,HR Coordinator,Entry-Level,2025-08-24,Referral,Hired,Yes,EMP00034,32.0
CAND00218,REQ00034,People,HR Coordinator,Entry-Level,2025-08-19,Referral,Skills Assessment,No,,
CAND00219,REQ00034,People,HR Coordinator,Entry-Level,2025-08-31,Referral,Onsite Interview,No,,
CAND00220,REQ00034,People,HR Coordinator,Entry-Level,2025-08-20,,Skills Assessment,No,,
CAND00221,REQ00035,Customer Success,Support Associate,Entry-Level,2024-09-18,Referral,Hired,Yes,EMP00035,21.0
CAND00222,REQ00035,Customer Success,Support Associate,Entry-Level,2024-09-22,Company Careers Site,Onsite Interview,No,,
CAND00223,REQ00035,Customer Success,Support Associate,Entry-Level,2024-09-15,LinkedIn,Phone Screen,No,,
CAND00224,REQ00035,Customer Success,Support Associate,Entry-Level,2024-09-21,Job Board,Skills Assessment,No,,
CAND00225,REQ00035,Customer Success,Support Associate,Entry-Level,2024-09-25,University Recruiting,Phone Screen,No,,
CAND00226,REQ00035,Customer Success,Support Associate,Entry-Level,2024-09-16,Company Careers Site,Onsite Interview,No,,
CAND00227,REQ00036,Engineering,Staff Engineer,Staff,2023-03-08,LinkedIn,Hired,Yes,EMP00036,25.0
CAND00228,REQ00036,Engineering,Staff Engineer,Staff,2023-03-10,Referral,Applied,No,,
CAND00229,REQ00036,Engineering,Staff Engineer,Staff,2023-02-27,Job Board,Applied,No,,
CAND00230,REQ00036,Engineering,Staff Engineer,Staff,2023-03-06,LinkedIn,Onsite Interview,No,,
CAND00231,REQ00036,Engineering,Staff Engineer,Staff,2023-03-12,Job Board,Phone Screen,No,,
CAND00232,REQ00036,Engineering,Staff Engineer,Staff,2023-03-02,LinkedIn,Onsite Interview,No,,
CAND00233,REQ00037,Executive,Business Operations Director,Director,2024-08-11,Company Careers Site,Hired,Yes,EMP00037,35.0
CAND00234,REQ00037,Executive,Business Operations Director,Director,2024-08-09,Recruiting Agency,Skills Assessment,No,,
CAND00235,REQ00037,EXECUTIVE,Business Operations Director,Director,2024-08-20,Company Careers Site,Applied,No,,
CAND00236,REQ00037,Executive,Business Operations Director,Director,2024-08-14,LinkedIn,Onsite Interview,No,,
CAND00237,REQ00037,Executive,Business Operations Director,Director,2024-08-09,Job Board,Offer Extended,No,,
CAND00238,REQ00038,Sales,Account Executive,Mid-Level,2024-09-24,LinkedIn,Hired,Yes,EMP00038,24.0
CAND00239,REQ00038,Sales,Account Executive,Mid-Level,2024-09-20,LinkedIn,Applied,No,,
CAND00240,REQ00038,Sales,Account Executive,Mid-Level,2024-09-26,Referral,Phone Screen,No,,
CAND00241,REQ00038,Sales,Account Executive,Mid-Level,2024-10-03,Referral,Withdrew,No,,
CAND00242,REQ00038,Sales,Account Executive,Mid-Level,2024-09-21,LinkedIn,Hired,No,,
CAND00243,REQ00038,Sales,Account Executive,Mid-Level,2024-10-02,Company Careers Site,Applied,No,,
CAND00244,REQ00038,Sales,Account Executive,Mid-Level,2024-09-15,Company Careers Site,Withdrew,No,,
CAND00245,REQ00038,Sales,Account Executive,Mid-Level,2024-09-23,Company Careers Site,Applied,No,,
CAND00246,REQ00038,Sales,Account Executive,Mid-Level,2024-10-02,LinkedIn,Onsite Interview,No,,
CAND00247,REQ00039,Design,Senior Product Designer,Senior,2025-10-24,Recruiting Agency,Hired,Yes,EMP00039,40.0
CAND00248,REQ00039,Design,Senior Product Designer,Senior,2025-10-24,LinkedIn,Applied,No,,
CAND00249,REQ00039,Design,Senior Product Designer,Senior,2025-10-14,LinkedIn,Skills Assessment,No,,
